,feature,target
1577,Free trade allows maximum exploitation of workers by capital This house would unleash the free market,0
1578,an increase in government spending will lead to inflation This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,0
1579,Increased population density is linked with increased aggression This house would build high rises for housing,0
1580,Large hydroelectric power plants flooding immense forest areas emit large amounts of methane to the atmosphere This house would build hydroelectric dams,0
1581,"the consequences of Israel’s failure to maintain the blockade would be “an Iranian port in Gaza, only a few dozen kilometers from Tel Aviv and Jerusalem This house believes that Israel should lift the blockade of Gaza",0
1582,monarchy is unfair and elitist This house would abolish the monarchy,1
1583,media violence may increase aggression This house believes that the sale of violent video games to minors should be banned,1
1584,Hamas started the conflict by firing rockets on Israel This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1585,it is in the best interests of individuals and of humanity as a whole that all people adhere to a specific model for society This house would embrace multiculturalism,0
1586,fatalities are rare in heavyweight matches This house would ban boxing,0
1587,"Corruption favors the most connected and unscrupulous, rather than the efficient This house believes that bribery is sometimes acceptable",0
1588,Slot machine is addictive This house would ban gambling,1
1589,Catholic and Jewish traditions have even set aside days for gambling This house would ban gambling,0
1590,wages are naturally driven down in free market systems This house would unleash the free market,0
1591,the only consideration in choosing between applicants should be merit This house believes in the use of affirmative action,0
1592,hydroelectric power can be far less expensive than electricity generated from fossil fuels or nuclear energy This house would build hydroelectric dams,1
1593,Barrier contraceptives may increase the risk of pregnancy complications This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,1
1594,"When biodiversity is lost, the environment loses many species that provide valuable and unique roles to the ecosystem This house believes that endangered species should be protected",1
1595,The stated purpose of the blockade was to pressure Hamas into ending the rocket attacks This house believes that Israel should lift the blockade of Gaza,0
1596,"The filling of large reservoirs can induce earth tremors, which may be large enough to be objectionable or destructive This house would build hydroelectric dams",0
1597,"Abortion, which would involve the deliberate destruction of life, should be rejected This house would ban partial birth abortions",1
1598,no coercive monopoly of force can arise on a truly free market This house would unleash the free market,1
1599,The best protection for our security is a world of well-governed democratic states This house would promote democratization,1
1600,"In some countries the culture of corruption extends to every aspect of public life, making it extremely difficult for individuals to stay in business without resorting to bribes This house believes that bribery is sometimes acceptable",1
1601,it is competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs This house would unleash the free market,1
1602,Less corruption and less political violence have been found to be correlated with free markets This house would unleash the free market,1
1603,private universities charge much higher tuition than their public counterparts This house would encourage the creation of private universities in the UK,0
1604,anybody should be free to put any substance they choose into their own bodies for any reason This house would permit the use of performance enhancing drugs in professional sports,1
1605,The military draft is an abrogation of rights This house would reintroduce national service,0
1606,a lack of physical activity is thought to explain most cases of obesity This house would make physical education compulsory,1
1607,Hydroelectric generation can be vulnerable to major changes in the climate This house would build hydroelectric dams,0
1608,Affirmative action may increase racial tension and benefit the more privileged people within minority groups at the expense of the least fortunate within majority groups This house believes in the use of affirmative action,0
1609,Coercive sterilization to enforce the one child policy has occurred in China This house supports the one-child policy of the republic of China,0
1610,Hydroelectric reservoirs release a large pulse of carbon dioxide This house would build hydroelectric dams,0
1611,open dialogue about physical intimacy and health education can generate more self-esteem This house would only teach abstinence for sex education in schools,0
1612,D&X abortions are never medically necessary This house would ban partial birth abortions,1
1613,the cooperation of a free market is superior “because it is the only method by which our activities can be adjusted to each other without coercive or arbitrary intervention of authority This house would unleash the free market,1
1614,With increasing force advertising makes itself comfortable in the private sphere so that the voice of commerce becomes the dominant way of expression in society This house believes that advertising is harmful,1
1615,Free-market capitalism is seen as the basis for a free and prosperous society This house would unleash the free market,1
1616,rapid population growth damages the Earth's resources and diminishes human well-being This house supports the one-child policy of the republic of China,1
1617,"The idea that political freedom can be preserved in the absence of economic freedom, and vice versa, is an illusion This house would unleash the free market",1
1618,Israel targeted Palestinian civilians as a matter of policy This house believes that Israel's 2008-2009 military operations against Gaza were justified,0
1619,The Israeli blockade of Gaza is legal This house believes that Israel should lift the blockade of Gaza,0
1620,central planners would not know how to allocate the available resources efficiently This house would unleash the free market,1
1621,Wind turbines have the potential to have adverse effects on tourism This house believes that wind power should be a primary focus of future energy supply,0
1622,nature has an intrinsic value This house believes that endangered species should be protected,1
1623,religions can be harmful This house believes atheism is the only way,1
1624,youth do not get the physical outlet needed not only for their cognitive development but for their physical health This house would make physical education compulsory,1
1625,Choosing to be childfree is both difficult and undesirable This house would never have children,0
1626,The pipeline's permit was based on a deficient environmental impact statement This house would build the Keystone XL pipeline,0
1627,Dam failures are generally catastrophic This house would build hydroelectric dams,0
1628,multicultural education may cause abandonment of original cultural This house would embrace multiculturalism,0
1629,"the Israeli operation greatly curtailed years of Hamas rocket fire, returning a sense of normalcy to Southern Israel This house believes that Israel's 2008-2009 military operations against Gaza were justified",1
1630,economic freedom is not only desirable in itself but is also a necessary condition for political freedom This house would unleash the free market,1
1631,Laissez-faire economic politics and parties permit faster growth This house would unleash the free market,1
1632,"the state has a role to play in the economy, and specifically, in creating a ""safety net This house would unleash the free market",0
1633,copyright law protects corporate interests while criminalizing legitimate use This house would abolish intellectual property rights,1
1634,Unions may serve the practical purpose of leveling the playing-field between workers and powerful oligopolies This house would abolish all collective bargaining rights claimed by trades unions,0
1635,video games allow children to act out crimes This house believes that the sale of violent video games to minors should be banned,1
1636,Video games are protected speech under the First Amendment This house believes that the sale of violent video games to minors should be banned,0
1637,Monarchy contradicts democracy This house would abolish the monarchy,1
1638,"poverty, once started, is likely to continue unless there is outside intervention This house would subsidize poor communities",1
1639,"everything in the Universe follows laws, which must have been created by God This house believes atheism is the only way",0
1640,"drug testing can be wildly inconsistent and, in some instances, has gone unenforced This house would permit the use of performance enhancing drugs in professional sports",1
1641,The individual freedom of expression is essential to the well-being of society This house believes that it is sometimes right for the government to restrict freedom of speech,0
1642,Biodiversity supports many ecosystem services This house believes that endangered species should be protected,1
1643,ASEAN has subscribed to the notion of democratic peace This house would disband ASEAN,0
1644,the Keystone XL Pipeline undermines the U.S. commitment to a clean energy economy This house would build the Keystone XL pipeline,0
1645,Open source software promotes learning and understanding This house believes governments should choose open source software in order to encourage its use,1
1646,deceptive marketing can be presented to consumers This house believes that advertising is harmful,1
1647,Dam failures have been some of the largest man-made disasters in history This house would build hydroelectric dams,0
1648,Dams attenuate floods which may affect the ecology and agriculture seriously This house would build hydroelectric dams,0
1649,Freedom of speech is the heart of democracy This house believes that it is sometimes right for the government to restrict freedom of speech,0
1650,Holocaust denial is the worst form of racism This house believes that Holocaust denial should be a criminal offence,1
1651,affirmative action lowers the bar This house believes in the use of affirmative action,0
1652,Wind power development creates jobs This house believes that wind power should be a primary focus of future energy supply,1
1653,"Military action leading to the killing and suffering of civilians, by whomever is carried out, deserves to be condemned This house believes that Israel's 2008-2009 military operations against Gaza were justified",0
1654,countries in transition to democracy are especially likely to be involved in wars This house would promote democratization,0
1655,"Gaza Palestinians ""do not want or deserve to be dependent on humanitarian aid This house believes that Israel should lift the blockade of Gaza",1
1656,most states are not in a position to safely guard against nuclear use This house believes all nations have a right to nuclear weapons,0
1657,"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase This house would unleash the free market",1
1658,Internet gambling is a legitimate activity that citizens have the right to engage in This house would ban gambling,0
1659,"copyright remains the fundamental way by which authors, sculptors, artists, musicians and others can fund the creation of new works This house would abolish intellectual property rights",0
1660,laws punishing Holocaust denial are incompatible with the European Convention on Human Rights and the Universal Declaration of Human Rights This house believes that Holocaust denial should be a criminal offence,0
1661,Israel is inflicting collective punishment on the Gaza population This house believes that Israel should lift the blockade of Gaza,1
1662,Correlations between violent gameplay and some comming childhood problems were found This house believes that the sale of violent video games to minors should be banned,1
1663,"ethics, and other serious matters do not make sense in the absence of God This house believes atheism is the only way",0
1664,democracy might cause peace This house would promote democratization,1
1665,Dams and the creation of reservoirs also require relocation of potentially large human populations This house would build hydroelectric dams,0
1666,wind power will produce jobs and other forms of economic benefits This house believes that wind power should be a primary focus of future energy supply,1
1667,the environmental effects of wind power are relatively minor This house believes that wind power should be a primary focus of future energy supply,1
1668,Control over reproduction is a basic need and a basic right for all women This house supports the one-child policy of the republic of China,0
1669,"Through political dialogue and confidence building, no tension has escalated into armed confrontation among ASEAN member countries This house would disband ASEAN",0
1670,Professionally-skilled conscripts are difficult to replace in the civilian workforce This house would reintroduce national service,0
1671,Hydroelectric plants have the advantage of being long-lived This house would build hydroelectric dams,1
1672,Development of large-scale hydroelectric power has environmental impacts This house would build hydroelectric dams,0
1673,Tobacco is being considered a usurper of good farm land This house believes that states should not subsidize the growing of tobacco,1
1674,any interference with the market process decreases social well being This house would unleash the free market,1
1675,A single election in which the party nominee is selected by nonparty members could be enough to destroy the party This house believes that open primaries are the most effective method of selecting candidates for elections,0
1676,atheism systematically influences people to do bad things This house believes atheism is the only way,0
1677,private market factors can more efficiently deliver many goods or service than governments This house would encourage the creation of private universities in the UK,1
1678,"grave imbalances are produced when economic action, conceived merely as an engine for wealth creation, is detached from political action This house would unleash the free market",0
1679,widespread gun ownership is protection against tyranny This house would limit the right to bear arms,0
1680,"Introducing students to activities like bowling, walking/hiking, or Frisbee at an early age can help students develop good activity habits that will carry over into adulthood This house would make physical education compulsory",1
1681,a democratic government may not be providing the most good for the most amount of people This house would promote democratization,0
1682,"violent video games promote violent behavior, attitudes and beliefs by desensitizing an individual to aggression This house believes that the sale of violent video games to minors should be banned",1
1683,corruption increases the cost of business This house believes that bribery is sometimes acceptable,0
1684,That government is best which governs not at all This house would unleash the free market,1
1685,Education programs which focus exclusively on abstinence have never been shown to delay sexual activity This house would only teach abstinence for sex education in schools,0
1686,Restorative justice that fosters dialogue between victim and offender shows the highest rates of victim satisfaction This house supports the use of truth and reconciliation commissions,1
1687,Burma's rulers continue to defy the world's just demand to stop their vicious persecution This house would re-engage with Myanmar,0
1688,teaching of contraception for school children presume premarital sex from the outset and somewhat imply that such things are morally permissible This house would only teach abstinence for sex education in schools,1
1689,Committee members can exploit pork barrel projects for electoral purposes This house would abolish congressional earmarks,1
1690,private sector decisions sometimes lead to inefficient macroeconomic outcomes which require active policy responses by the public sector This house would unleash the free market,0
1691,"by distributing vouchers to the families of students equal to the tuition that he/she would receive at his/her local public school, a student’s family could then choose from options where best to send their child This house would fund education using a voucher scheme",1
1692,Monarchy is the enemy of merit and aspiration This house would abolish the monarchy,1
1693,There is no rational ground for curtailing cultural freedoms This house would embrace multiculturalism,1
1694,Conscription represents slavery and involuntary servitude This house would reintroduce national service,0
1695,the multiculturalist policy of freer immigration is unworkable in an era in which the supply of immigrants from third world countries seems limitless This house would embrace multiculturalism,0
1696,abstinence only sex education is ineffective This house would only teach abstinence for sex education in schools,0
1697,medical groups have called for a ban on the sport This house would ban boxing,1
1698,A community of separate cultures works against quick and effective integration This house would embrace multiculturalism,0
1699,Hydroelectric plants can be easily regulated to follow variations in power demand This house would build hydroelectric dams,1
1700,Wind turbines may cause physiological problems This house believes that wind power should be a primary focus of future energy supply,0
1701,a powerpunch can do a lot of damage to a boxer This house would ban boxing,1
1702,The use of drugs to enhance performance is considered unethical by most international sports organizations This house would permit the use of performance enhancing drugs in professional sports,0
1703,the blockade actually strengthens Hamas's grip on the economy and on Gaza This house believes that Israel should lift the blockade of Gaza,1
1704,Israel's actions were causing unjustifiable deaths among the civilians This house believes that Israel's 2008-2009 military operations against Gaza were justified,0
1705,"rather than 'punish' the banks and others truly responsible for the crisis, the government is instead 'punishing' regular people for the 'crimes' of others This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support",1
1706,Laws that forbid the carrying of arms make things worse for the assaulted and better for the assailants This house would limit the right to bear arms,0
1707,Producing electricity from wind reduces the consumption of fossil fuels and therefore leads to emissions savings This house believes that wind power should be a primary focus of future energy supply,1
1708,Term limits reduce the excessive time and attention spent on getting re-elected This house would enforce term limits on the legislative branch of government,1
1709,Students that attend year round schooling may miss out on experiences This house would introduce year round schooling,0
1710,guns provide some level of protection against criminality and tyranny This house would limit the right to bear arms,0
1711,homogeneity and integration are necessary for a society This house would embrace multiculturalism,0
1712,the state should confine its role to protecting individual liberty and property This house would unleash the free market,1
1713,Preference policies reduce the incentives of both the preferred and non-preferred to perform at their best This house believes in the use of affirmative action,0
1714,Year round schooling may create difficulties for teens to be able to maintain part-time or summer job This house would introduce year round schooling,0
1715,belief in a higher being is the product of fear This house believes atheism is the only way,1
1716,"Advertisements take something that exists already in the world and they change it, forming a distorted reflection This house believes that advertising is harmful",1
1717,the benefits of free trade outweigh the losses This house would unleash the free market,1
1718,physical exercise may help decrease some of the effects of childhood and adult obesity This house would make physical education compulsory,1
1719,Exposure to violent video games causes at least a temporary increase in aggression and this exposure correlates with aggression in the real world This house believes that the sale of violent video games to minors should be banned,1
1720,Conscription violates individual rights This house would reintroduce national service,0
1721,Multiculturalism is a developmental journey through which an individual enhances knowledge and skills about different cultures This house would embrace multiculturalism,1
1722,austerity measures tend to depress economic growth This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,1
1723,wind farms will damage tourism This house believes that wind power should be a primary focus of future energy supply,0
1724,It should be the policy of government to aid and foster certain activities or kinds of business that strengthen a nation This house would unleash the free market,0
1725,"free trade agreements generally do not increase the economic freedom of the poor or the working class, and frequently make them poorer This house would unleash the free market",0
1726,A constitutional monarch with limited powers and non-partisan nature can provide a focus for national unity This house would abolish the monarchy,0
1727,the responsibility of government should involve enough surveillance over the enterprise system to ensure the social usefulness of all economic activity This house would unleash the free market,0
1728,the best way to go is through engagement and encouragement This house would re-engage with Myanmar,1
1729,the educational system forces low-income families to place their children into less-than-ideal school systems This house would fund education using a voucher scheme,1
1730,a full-scale nuclear war could potentially bring about the extinction of the human race This house believes all nations have a right to nuclear weapons,0
1731,Patents provide incentives for economically efficient research and development This house would abolish intellectual property rights,0
1732,partial-birth abortion .. is .. unnecessary to preserve the health of the mother This house would ban partial birth abortions,1
1733,Competition for students (and the education dollars that come with them) creates a catalyst for schools to create innovative programs This house would fund education using a voucher scheme,1
1734,The naval blockade's implementation complied with the requirements of international law. This house believes that Israel should lift the blockade of Gaza,0
1735,"with doping legal, all competitive athletes would be compelled to use drugs, and the net effect would be a level playing field but with widespread health consequences This house would permit the use of performance enhancing drugs in professional sports",0
1736,term limits are a way to restore popular control over government This house would enforce term limits on the legislative branch of government,1
1737,multinationality in a single state should necessarily comprise the right to express and exercise national identity even by minorities This house would embrace multiculturalism,1
1738,The idea of God necessarily ends in the enslavement of mankind This house believes atheism is the only way,1
1739,There is evidence for the existence of a God This house believes atheism is the only way,0
1740,the Israeli military operation was directed at the people of Gaza as a whole This house believes that Israel's 2008-2009 military operations against Gaza were justified,0
1741,this is the most technologically advanced and safest pipeline ever proposed This house would build the Keystone XL pipeline,1
1742,"all that is being achieved through the blockade is to ""enrich Hamas and marginalize even further the voices of moderation This house believes that Israel should lift the blockade of Gaza",1
1743,biological richness is an unmeasurable aesthetic that may be developed into commercial recreational attractions This house believes that endangered species should be protected,1
1744,natural (non-supernatural) theories adequately explain the development of religion and belief in gods This house believes atheism is the only way,1
1745,the right of personal privacy includes the abortion decision This house would ban partial birth abortions,0
1746,both the blockade and its enforcement are illegal This house believes that Israel should lift the blockade of Gaza,1
1747,"The use of performance-enhancing substances by players is illegal and ethically ""wrong This house would permit the use of performance enhancing drugs in professional sports",0
1748,immigrants are thought to compete with employees who are already in the country This house believes that the right to asylum should not be absolute,1
1749,Self-defense is considered to be a fundamental and inalienable human right This house would limit the right to bear arms,0
1750,"the people have a right to ""keep and bear arms"" as a protection from the government This house would limit the right to bear arms",0
1751,it was Hamas that broke the truce This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1752,Holocaust denial is described as an affront to our humanity This house believes that Holocaust denial should be a criminal offence,1
1753,Affirmative action is often contested on constitutional grounds This house believes in the use of affirmative action,0
1754,"In charity gambling profits from the venture go to the charity or group of charities, rather than to a municipality or private casino This house would ban gambling",0
1755,One of the greatest barriers facing wide acceptance of open-source software relates to the lack of technical and general support This house believes governments should choose open source software in order to encourage its use,0
1756,exposure to violent video games causes both short term and long term aggression in players and decreases empathy and prosocial behavior This house believes that the sale of violent video games to minors should be banned,1
1757,arguments for the existence of God show insufficient reason to believe This house believes atheism is the only way,1
1758,the open primary leaves the party nominations vulnerable to manipulation and dilution This house believes that open primaries are the most effective method of selecting candidates for elections,0
1759,any effects on the environment from wind power are generally much less problematic than those of any other power source This house believes that wind power should be a primary focus of future energy supply,1
1760,Parents have the exclusive right to determine freely and responsibly the number and spacing of their children This house supports the one-child policy of the republic of China,0
1761,Copyright can be used to stifle political criticism This house would abolish intellectual property rights,1
1762,Abstinence is the most effective preventative measure against both pregnancy and sexually transmitted diseases This house would only teach abstinence for sex education in schools,1
1763,online advertising has implications on the privacy and anonymity of users This house believes that advertising is harmful,1
1764,A large resident population provides opportunities for social interaction This house would build high rises for housing,1
1765,a decrease in the human population would prevent a significant amount of man-made human suffering This house would never have children,1
1766,"Gaza Strip is ""an immense concentration camp This house believes that Israel should lift the blockade of Gaza",1
1767,"God, the beginning and end of all, can, by the natural light of human reason, be known with certainty from the works of creation This house believes atheism is the only way",0
1768,depressions result only from government intervention This house would unleash the free market,1
1769,The total cost for the construction of an apartment is much less than the cost invested in the construction of a single house This house would build high rises for housing,1
1770,"Natural selection and similar scientific theories are superior to a ""God hypothesis""—the illusion of intelligent design—in explaining the living world and the cosmos This house believes atheism is the only way",1
1771,Advertising increasingly reduces young people to consumers This house believes that advertising is harmful,1
1772,symbolic speech is protected by the First Amendment This house would prohibit burning the stars and stripes,0
1773,monarchy is an impetus for significantly greater national income from tourism This house would abolish the monarchy,0
1774,Vouchers deliver better services to special education students This house would fund education using a voucher scheme,1
1775,a hydroelectric power source is usually comparatively cheap and reliable This house would build hydroelectric dams,1
1776,Economic inequality is thought to reduce distributive efficiency within society This house would subsidize poor communities,1
1777,"overpopulation has been blamed for a variety of issues, including increasing poverty This house supports the one-child policy of the republic of China",1
1778,states must act in a way that ensures their security above all This house believes all nations have a right to nuclear weapons,1
1779,Affirmative action creates a cult of victimization This house believes in the use of affirmative action,0
1780,Voter identification laws could suppress the turnout by voters This house believes that democratic governments should require voters to present photo identification at the polling station,0
1781,Dam failures can cause immense damage and loss of life This house would build hydroelectric dams,0
1782,"wind power ""cannot be relied upon to provide significant levels of power This house believes that wind power should be a primary focus of future energy supply",0
1783,Students with attention learning disabilities may experience difficulties with longer school days This house would introduce year round schooling,0
1784,Unfettered markets do not lead to social justice This house would unleash the free market,0
1785,it is not prudent for governments to intervene in markets This house would unleash the free market,1
1786,Safety nets can provide households with a cushion to invest resources more efficiently This house would subsidize poor communities,1
1787,democracy gives poor people an opportunity to improve their lot This house would promote democratization,1
1788,boxing is the only sport where hurting the other athlete is the goal This house would ban boxing,1
1789,There is very little emission or pollution produced by a wind farm's operation This house believes that wind power should be a primary focus of future energy supply,1
1790,"benefits of a vote only reach a particular portion of the population, while the tax costs that pay for the vote are spread throughout the entire populace This house would abolish congressional earmarks",1
1791,multiculturalism obscures the social costs associated with large scale immigration This house would embrace multiculturalism,0
1792,"during Operation Cast Lead, the IDF did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare This house believes that Israel's 2008-2009 military operations against Gaza were justified",1
1793,Religion fills a much needed gap This house believes atheism is the only way,0
1794,It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine This house would criminalize blasphemy,0
1795,"the ""uniqueness"" of the flag ""justifies a governmental prohibition against flag burning This house would prohibit burning the stars and stripes",1
1796,the idea of God is inconceivable and self-contradictory This house believes atheism is the only way,1
1797,comprehensive sex education would effectively reduce the number of teenage pregnancies This house would only teach abstinence for sex education in schools,0
1798,"with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous This house believes all nations have a right to nuclear weapons",0
1799,the free market can damage national traditions This house would unleash the free market,0
1800,abstinence-only sex education distorts information about contraceptives This house would only teach abstinence for sex education in schools,0
1801,Renewable energy technologies are essential contributors to sustainable energy This house would build hydroelectric dams,1
1802,"deliberate abortions are placed in the ""same moral category"" as killing an innocent adult human being This house would ban partial birth abortions",1
1803,reservoirs can become breeding grounds for disease vectors This house would build hydroelectric dams,0
1804,Social traditions or hierarchies are essential for social order This house would abolish the monarchy,0
1805,There is no direct link between violent video games and their influence on children This house believes that the sale of violent video games to minors should be banned,0
1806,free markets work best This house would unleash the free market,1
1807,Health risks can be produced by long-term use or excessive doses of anabolic steroids This house would permit the use of performance enhancing drugs in professional sports,0
1808,this pipeline is a multi-billion dollar investment to expand our reliance on the dirtiest source of transportation fuel currently available This house would build the Keystone XL pipeline,0
1809,trade barriers should exist to help poor nations build domestic industries This house would unleash the free market,0
1810,abortion involves unjust discrimination against the unborn This house would ban partial birth abortions,1
1811,Israel's legitimate right to self-defence is undisputable This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1812,"the disproportionate use of force by Israel, which causes suffering to the civilian population, can be neither understood nor justified This house believes that Israel's 2008-2009 military operations against Gaza were justified",0
1813,the state and economy are inherently separate from each other This house would unleash the free market,1
1814,laissez-faire government policy is more desirable than government intervention in the economy This house would unleash the free market,1
1815,this four-two-one reconfiguration of the familial structure has distinct ramifications for Chinese society This house supports the one-child policy of the republic of China,0
1816,Nationalized industries are prone to interference from politicians for political or populist reasons This house would encourage the creation of private universities in the UK,1
1817,Electricity generated from wind power can be highly variable This house believes that wind power should be a primary focus of future energy supply,0
1818,Substance abuse can be harmful to your health and may even be deadly in certain scenarios This house would permit the use of performance enhancing drugs in professional sports,0
1819,Policies adopted as affirmative action have been criticized as a form of referse discrimination This house believes in the use of affirmative action,0
1820,All life has intrinsic value This house believes that endangered species should be protected,1
1821,The best way to prevent being infected or infecting someone with an STI is by using protection during sexual intercourse This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,0
1822,Affirmative action laws cause disproportionally high costs for small companies and reduce economic growth and employment This house believes in the use of affirmative action,0
1823,Condoms impede the procreative aspect of the sexual act which is understood by the Church to have a deeply theological meaning This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,1
1824,problem gambling has been shown to cause dysfunctional families This house would ban gambling,1
1825,Motivation for affirmative action policies is to redress the effects of past discrimination This house believes in the use of affirmative action,1
1826,"Flag burning is most likely to be indulged in not to express any particular idea, but to antagonize others This house would prohibit burning the stars and stripes",1
1827,The one child policy creates social problems and personality disorders in young people This house supports the one-child policy of the republic of China,0
1828,"the free market is not necessarily free, but weighted towards those who already own property This house would unleash the free market",0
1829,"a morally-based, balanced monarchy is stressed as the ideal form of government This house would abolish the monarchy",0
1830,market regulation is important for safeguarding against monopoly formation This house would unleash the free market,0
1831,there does not exist strong evidence that any particular abstinence program is effective at delaying sex or reducing sexual behavior This house would only teach abstinence for sex education in schools,0
1832,"the sexual act must ""retain its intrinsic relationship to the procreation of human life This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception",1
1833,"the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons This house believes all nations have a right to nuclear weapons",1
1834,Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself This house believes all nations have a right to nuclear weapons,0
1835,Free trade can enhance national security This house would unleash the free market,1
1836,"violent video games are significantly associated with: increased aggressive behavior, thoughts, and affect; increased physiological arousal; and decreased pro-social (helping) behavior This house believes that the sale of violent video games to minors should be banned",1
1837,The blockade amounts to a flagrant contravention of international human rights and humanitarian law This house believes that Israel should lift the blockade of Gaza,1
1838,People would have to be resettled to make room for dams and reservoirs This house would build hydroelectric dams,0
1839,Copyright serves to enrich a few at the expense of creativity This house would abolish intellectual property rights,1
1840,Wind farms 'ruin the landscape' This house believes that wind power should be a primary focus of future energy supply,0
1841,"the organisation is ""big on words but small on action This house would disband ASEAN",1
1842,There are no emissions or pollution produced by a modern wind farm's operation This house believes that wind power should be a primary focus of future energy supply,1
1843,There are substantial correlations between gun ownership and gun-related suicide and homicide rates This house would limit the right to bear arms,1
1844,Excessive exposure to violent video games and other violent media has been linked to aggressive behaviour This house believes that the sale of violent video games to minors should be banned,1
1845,"In some countries which have laws on racial equality, affirmative action is rendered illegal because it does not treat all races equally This house believes in the use of affirmative action",0
1846,the open primary is unconstitutional This house believes that open primaries are the most effective method of selecting candidates for elections,0
1847,competition would improve schools and cost efficiency This house would fund education using a voucher scheme,1
1848,There is a wide range of health concerns for users of anabolic steroids This house would permit the use of performance enhancing drugs in professional sports,0
1849,"More frequent, short breaks provide struggling students more time for help This house would introduce year round schooling",1
1850,"A natural moral order requires the existence of God as orthodoxly conceived, so god must exist This house believes atheism is the only way",0
1851,competitive markets do a good job allocating resources This house would unleash the free market,1
1852,Israeli blockade in Gaza is a violation of international law This house believes that Israel should lift the blockade of Gaza,1
1853,You can't legislate morality This house believes in the use of affirmative action,0
1854,"unionized workers will spend their higher wages, driving economic growth and creating new jobs This house would abolish all collective bargaining rights claimed by trades unions",0
1855,the open primary allows nonpartisan or independent voters to participate in the nominating process This house believes that open primaries are the most effective method of selecting candidates for elections,1
1856,Government-enforced right of access inescapably dampens the vigor and limits the variety of public debate This house believes that it is sometimes right for the government to restrict freedom of speech,0
1857,The individual savings rate has increased since the one-child policy was introduced This house supports the one-child policy of the republic of China,1
1858,Affirmative action is intended to ensure that minority groups within a society are included in all programs This house believes in the use of affirmative action,1
1859,Biodiversity is directly involved in water purification This house believes that endangered species should be protected,1
1860,"In an already flawed system, earmarks can at least allow residents of Congressional districts to have a greater role in allocating federal funds This house would abolish congressional earmarks",0
1861,it is wrong to intentionally have a child when there are so many children available for adoption This house would never have children,1
1862,"economic freedom, while itself an extremely important component of total freedom, is also a necessary condition for political freedom This house would unleash the free market",1
1863,Reform of cultural pathology often comes from the recognition of difference This house would embrace multiculturalism,1
1864,Abstinence-only sex education does not decrease rates of unplanned pregnancy This house would only teach abstinence for sex education in schools,0
1865,Multiculturalism perpetuates conflicts between and within groups This house would embrace multiculturalism,0
1866,democratic nations have much less democide or murder by government This house would promote democratization,1
1867,Hydropower generation is vulnerable to droughts This house would build hydroelectric dams,0
1868,Intellectual property rights promote public welfare This house would abolish intellectual property rights,0
1869,the freely expressed word can be a direct threat to other human rights This house believes that it is sometimes right for the government to restrict freedom of speech,1
1870,one does not need to assimilate or abandon one's heritage in order to blend in This house would embrace multiculturalism,1
1871,it may be possible for a government to improve the inefficient market outcome This house would unleash the free market,0
1872,Condoms have the  feature of helping to prevent the spread of sexually transmitted diseases This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,0
1873,Abuse is common in homes where pathological gambling is present This house would ban gambling,1
1874,FOSS cannot be used with other types of software This house believes governments should choose open source software in order to encourage its use,0
1875,gun control laws are effective in reducing gun-related accidents and crime This house would limit the right to bear arms,1
1876,Monarchy is gender-discriminative This house would abolish the monarchy,1
1877,the long standing notion of separation between advertising and editorial/creative sides of media is rapidly crumbling This house believes that advertising is harmful,1
